nr_rundy.1.2.3.4.5.6.7.8.ogien
16.(-10, -10, SAFE).(-10, -10, SAFE).(-10, -10, SAFE).(9, 4, NORMAL).(-10, -10, SAFE).(12, 16, NORMAL).(17, 14, NORMAL).(-10, -10, SAFE).[(7, 17), (6, 17), (6, 16), (6, 15), (7, 15), (8, 17), (9, 17), (8, 16), (6, 14), (8, 18)]
17.(-10, -10, SAFE).(-10, -10, SAFE).(-10, -10, SAFE).(9, 3, NORMAL).(-10, -10, SAFE).(12, 15, NORMAL).(19, 15, NORMAL).(-10, -10, SAFE).[(7, 17), (6, 17), (6, 16), (6, 15), (7, 15), (8, 17), (9, 17), (8, 16), (6, 14), (8, 18)]
18.(-10, -10, SAFE).(-10, -10, SAFE).(-10, -10, SAFE).(9, 2, NORMAL).(-10, -10, SAFE).(12, 16, NORMAL).(16, 15, NORMAL).(-10, -10, SAFE).[(7, 17), (6, 17), (6, 16), (6, 15), (7, 15), (8, 17), (9, 17), (8, 16), (6, 14), (8, 18), (7, 16), (8, 15), (9, 16), (7, 18)]
19.(-10, -10, SAFE).(-10, -10, SAFE).(-10, -10, SAFE).(9, 1, NORMAL).(-10, -10, SAFE).(12, 15, NORMAL).(16, 13, NORMAL).(-10, -10, SAFE).[(7, 17), (6, 17), (6, 16), (6, 15), (7, 15), (8, 17), (9, 17), (8, 16), (6, 14), (8, 18), (7, 16), (8, 15), (9, 16), (7, 18)]
20.(-10, -10, SAFE).(-10, -10, SAFE).(-10, -10, SAFE).(9, 0, NORMAL).(-10, -10, SAFE).(12, 16, NORMAL).(16, 14, NORMAL).(-10, -10, SAFE).[(7, 17), (6, 17), (6, 16), (6, 15), (7, 15), (8, 17), (9, 17), (8, 16), (6, 14), (8, 18), (7, 16), (8, 15), (9, 16), (7, 18)]
21.(-10, -10, SAFE).(-10, -10, SAFE).(-10, -10, SAFE).(-10, -10, SAFE).(-10, -10, SAFE).(12, 15, NORMAL).(18, 15, NORMAL).(-10, -10, SAFE).[(7, 17), (6, 17), (6, 16), (6, 15), (7, 15), (8, 17), (9, 17), (8, 16), (6, 14), (8, 18), (7, 16), (8, 15), (9, 16), (7, 18)]
22.(-10, -10, SAFE).(-10, -10, SAFE).(-10, -10, SAFE).(-10, -10, SAFE).(-10, -10, SAFE).(12, 16, NORMAL).(16, 14, NORMAL).(-10, -10, SAFE).[(7, 17), (6, 17), (6, 16), (6, 15), (7, 15), (8, 17), (9, 17), (8, 16), (6, 14), (8, 18), (7, 16), (8, 15), (9, 16), (7, 18)]
23.(-10, -10, SAFE).(-10, -10, SAFE).(-10, -10, SAFE).(-10, -10, SAFE).(-10, -10, SAFE).(12, 15, NORMAL).(16, 13, NORMAL).(-10, -10, SAFE).[(7, 17), (6, 17), (6, 16), (6, 15), (7, 15), (8, 17), (9, 17), (8, 16), (6, 14), (8, 18), (7, 16), (8, 15), (9, 16), (7, 18), (6, 18), (7, 14)]
24.(-10, -10, SAFE).(-10, -10, SAFE).(-10, -10, SAFE).(-10, -10, SAFE).(-10, -10, SAFE).(12, 16, NORMAL).(16, 14, NORMAL).(-10, -10, SAFE).[(7, 17), (6, 17), (6, 16), (6, 15), (7, 15), (8, 17), (9, 17), (8, 16), (6, 14), (8, 18), (7, 16), (8, 15), (9, 16), (7, 18), (6, 18), (7, 14)]
25.(-10, -10, SAFE).(-10, -10, SAFE).(-10, -10, SAFE).(-10, -10, SAFE).(-10, -10, SAFE).(12, 15, NORMAL).(16, 13, NORMAL).(-10, -10, SAFE).[(7, 17), (6, 17), (6, 16), (6, 15), (7, 15), (8, 17), (9, 17), (8, 16), (6, 14), (8, 18), (7, 16), (8, 15), (9, 16), (7, 18), (6, 18), (7, 14), (10, 17), (8, 14)]
26.(-10, -10, SAFE).(-10, -10, SAFE).(-10, -10, SAFE).(-10, -10, SAFE).(-10, -10, SAFE).(12, 16, NORMAL).(16, 14, NORMAL).(-10, -10, SAFE).[(7, 17), (6, 17), (6, 16), (6, 15), (7, 15), (8, 17), (9, 17), (8, 16), (6, 14), (8, 18), (7, 16), (8, 15), (9, 16), (7, 18), (6, 18), (7, 14), (10, 17), (8, 14)]
27.(-10, -10, SAFE).(-10, -10, SAFE).(-10, -10, SAFE).(-10, -10, SAFE).(-10, -10, SAFE).(12, 15, NORMAL).(15, 14, NORMAL).(-10, -10, SAFE).[(7, 17), (6, 17), (6, 16), (6, 15), (7, 15), (8, 17), (9, 17), (8, 16), (6, 14), (8, 18), (7, 16), (8, 15), (9, 16), (7, 18), (6, 18), (7, 14), (10, 17), (8, 14), (10, 16)]
28.(-10, -10, SAFE).(-10, -10, SAFE).(-10, -10, SAFE).(-10, -10, SAFE).(-10, -10, SAFE).(12, 15, NORMAL).(14, 14, NORMAL).(-10, -10, SAFE).[(7, 17), (6, 17), (6, 16), (6, 15), (7, 15), (8, 17), (9, 17), (8, 16), (6, 14), (8, 18), (7, 16), (8, 15), (9, 16), (7, 18), (6, 18), (7, 14), (10, 17), (8, 14), (10, 16)]
29.(-10, -10, SAFE).(-10, -10, SAFE).(-10, -10, SAFE).(-10, -10, SAFE).(-10, -10, SAFE).(12, 15, NORMAL).(16, 13, NORMAL).(-10, -10, SAFE).[(7, 17), (6, 17), (6, 16), (6, 15), (7, 15), (8, 17), (9, 17), (8, 16), (6, 14), (8, 18), (7, 16), (8, 15), (9, 16), (7, 18), (6, 18), (7, 14), (10, 17), (8, 14), (10, 16), (6, 19), (11, 17)]
30.(-10, -10, SAFE).(-10, -10, SAFE).(-10, -10, SAFE).(-10, -10, SAFE).(-10, -10, SAFE).(12, 15, NORMAL).(16, 14, NORMAL).(-10, -10, SAFE).[(7, 17), (6, 17), (6, 16), (6, 15), (7, 15), (8, 17), (9, 17), (8, 16), (6, 14), (8, 18), (7, 16), (8, 15), (9, 16), (7, 18), (6, 18), (7, 14), (10, 17), (8, 14), (10, 16), (6, 19), (11, 17)]
31.(-10, -10, SAFE).(-10, -10, SAFE).(-10, -10, SAFE).(-10, -10, SAFE).(-10, -10, SAFE).(12, 15, NORMAL).(16, 15, NORMAL).(-10, -10, SAFE).[(7, 17), (6, 17), (6, 16), (6, 15), (7, 15), (8, 17), (9, 17), (8, 16), (6, 14), (8, 18), (7, 16), (8, 15), (9, 16), (7, 18), (6, 18), (7, 14), (10, 17), (8, 14), (10, 16), (6, 19), (11, 17)]
32.(-10, -10, SAFE).(-10, -10, SAFE).(-10, -10, SAFE).(-10, -10, SAFE).(-10, -10, SAFE).(16, 15, NORMAL).(16, 16, NORMAL).(-10, -10, SAFE).[(7, 17), (6, 17), (6, 16), (6, 15), (7, 15), (8, 17), (9, 17), (8, 16), (6, 14), (8, 18), (7, 16), (8, 15), (9, 16), (7, 18), (6, 18), (7, 14), (10, 17), (8, 14), (10, 16), (6, 19), (11, 17), (9, 15), (7, 19)]
33.(-10, -10, SAFE).(-10, -10, SAFE).(-10, -10, SAFE).(-10, -10, SAFE).(-10, -10, SAFE).(16, 13, NORMAL).(17, 14, NORMAL).(-10, -10, SAFE).[(7, 17), (6, 17), (6, 16), (6, 15), (7, 15), (8, 17), (9, 17), (8, 16), (6, 14), (8, 18), (7, 16), (8, 15), (9, 16), (7, 18), (6, 18), (7, 14), (10, 17), (8, 14), (10, 16), (6, 19), (11, 17), (9, 15), (7, 19), (11, 16), (10, 15)]
34.(-10, -10, SAFE).(-10, -10, SAFE).(-10, -10, SAFE).(-10, -10, SAFE).(-10, -10, SAFE).(16, 14, NORMAL).(17, 15, NORMAL).(-10, -10, SAFE).[(7, 17), (6, 17), (6, 16), (6, 15), (7, 15), (8, 17), (9, 17), (8, 16), (6, 14), (8, 18), (7, 16), (8, 15), (9, 16), (7, 18), (6, 18), (7, 14), (10, 17), (8, 14), (10, 16), (6, 19), (11, 17), (9, 15), (7, 19), (11, 16), (10, 15)]
35.(-10, -10, SAFE).(-10, -10, SAFE).(-10, -10, SAFE).(-10, -10, SAFE).(-10, -10, SAFE).(16, 13, NORMAL).(18, 15, NORMAL).(-10, -10, SAFE).[(7, 17), (6, 17), (6, 16), (6, 15), (7, 15), (8, 17), (9, 17), (8, 16), (6, 14), (8, 18), (7, 16), (8, 15), (9, 16), (7, 18), (6, 18), (7, 14), (10, 17), (8, 14), (10, 16), (6, 19), (11, 17), (9, 15), (7, 19), (11, 16), (10, 15)]
36.(-10, -10, SAFE).(-10, -10, SAFE).(-10, -10, SAFE).(-10, -10, SAFE).(-10, -10, SAFE).(16, 14, NORMAL).(19, 15, NORMAL).(-10, -10, SAFE).[(7, 17), (6, 17), (6, 16), (6, 15), (7, 15), (8, 17), (9, 17), (8, 16), (6, 14), (8, 18), (7, 16), (8, 15), (9, 16), (7, 18), (6, 18), (7, 14), (10, 17), (8, 14), (10, 16), (6, 19), (11, 17), (9, 15), (7, 19), (11, 16), (10, 15), (9, 14), (8, 19)]
37.(-10, -10, SAFE).(-10, -10, SAFE).(-10, -10, SAFE).(-10, -10, SAFE).(-10, -10, SAFE).(15, 14, NORMAL).(17, 16, NORMAL).(-10, -10, SAFE).[(7, 17), (6, 17), (6, 16), (6, 15), (7, 15), (8, 17), (9, 17), (8, 16), (6, 14), (8, 18), (7, 16), (8, 15), (9, 16), (7, 18), (6, 18), (7, 14), (10, 17), (8, 14), (10, 16), (6, 19), (11, 17), (9, 15), (7, 19), (11, 16), (10, 15), (9, 14), (8, 19), (11, 15), (10, 14)]
38.(-10, -10, SAFE).(-10, -10, SAFE).(-10, -10, SAFE).(-10, -10, SAFE).(-10, -10, SAFE).(16, 13, NORMAL).(18, 16, NORMAL).(-10, -10, SAFE).[(7, 17), (6, 17), (6, 16), (6, 15), (7, 15), (8, 17), (9, 17), (8, 16), (6, 14), (8, 18), (7, 16), (8, 15), (9, 16), (7, 18), (6, 18), (7, 14), (10, 17), (8, 14), (10, 16), (6, 19), (11, 17), (9, 15), (7, 19), (11, 16), (10, 15), (9, 14), (8, 19), (11, 15), (10, 14)]
39.(-10, -10, SAFE).(-10, -10, SAFE).(-10, -10, SAFE).(-10, -10, SAFE).(-10, -10, SAFE).(16, 14, NORMAL).(19, 14, NORMAL).(-10, -10, SAFE).[(7, 17), (6, 17), (6, 16), (6, 15), (7, 15), (8, 17), (9, 17), (8, 16), (6, 14), (8, 18), (7, 16), (8, 15), (9, 16), (7, 18), (6, 18), (7, 14), (10, 17), (8, 14), (10, 16), (6, 19), (11, 17), (9, 15), (7, 19), (11, 16), (10, 15), (9, 14), (8, 19), (11, 15), (10, 14)]
40.(-10, -10, SAFE).(-10, -10, SAFE).(-10, -10, SAFE).(-10, -10, SAFE).(-10, -10, SAFE).(16, 13, NORMAL).(18, 14, NORMAL).(-10, -10, SAFE).[(7, 17), (6, 17), (6, 16), (6, 15), (7, 15), (8, 17), (9, 17), (8, 16), (6, 14), (8, 18), (7, 16), (8, 15), (9, 16), (7, 18), (6, 18), (7, 14), (10, 17), (8, 14), (10, 16), (6, 19), (11, 17), (9, 15), (7, 19), (11, 16), (10, 15), (9, 14), (8, 19), (11, 15), (10, 14), (11, 14)]
